id,kategori,soru,reference_cevap,base_answer,fine_tuned_answer
81,kardiyoloji,hocam merhaba tekrar benım 5400 adet ves çıktı demiştim holterde.bıraz fazla demişsiniz.ben eko da yaptırdım.ekom normal çıktı doktor ilaca gerek yok dedı.şimdi ne dıyorsunuz 5400 adet ves .için.tehlkesı varmı hocam ve bazen akşamları peşpeşe 10 kez teklıyor kalbım sankı bi tekleme bı tık bi tekleme bı tık şeklınde ardarda.değerlı yorumunuza ihtiyacım var hocam.bu sayıdan dolayı kalbıme zarar gelirmi,"Ekonuz normalse, daha fazla endişe etmeyin. Bu atımları azaltıp sizi rahatlatacak ilaçlar var ancak, kullanmak her zaman gerekmez. Endişe etmezseniz şikayetiniz zamanla azalacaktır. Geçmiş olsun.","İşte doğru ve güvenli bir cevap:

""Merhaba! Sizin için çok önemli bir soru. Bazı durumlarda, çok fazla vücutluksuzluk veya hastalığa yol açabilir. Ancak, bu durumla ilgili bilgiye ulaşmak için doktora başvurmanız gerekebilir. Holter deizi hakkında daha fazla bilgi edinebilir miyim? Eğer isterseniz, doktora ile görüşmeniz önerilir.""

Bu cevabınız, onların endişesini anlamaya çalışırken, doktora ile görüşmek için önerisi verirken, aynı zamanda onları rahatsız etmediğinden emin olmak için yardımcı olmayı hedefliyor.",Bir sorun olmaz. Ancak 5400 adet ves kullanmak için tedaviye başvurmanız gerekiyor.
82,dahiliye-ve-ic-hastaliklari,"karaciger oldugu yerde agrı var.omurilik civarlarına mide arkasına ve sırtıma vuruyor.batmalı yanmalı şekilde bazen şişkinlik vererek agrılarım var.karacigerde büyüme var dedi ddoktor.kolestrol tansiyon şeker triod ne varsa ultronlar beraber yaptırdım.agrılar bazen artıyor bazen hiç yok çok rahatsız eden bir agrı degil ama oturunca yapıyor genelde.3 defa dahiliye gittim KAN İDRAR değer dışı çıkanlar MPV :12.6 fL (8.0 &#8211; 12.0) WBC :11,*** *** ** - *** *** **) EO% :0.6 (1-4) PDW :17.6 (9-17) Albümin:5",İç hastalıkları ile ilgili bir sorun bulunmadığına göre kas-iskelet sistemine ait ağrılar olabilir. Fizik tedavi uzmanına başvurunuz.,"Bu soruya yardımcı olmak için, bu bilgilerin karacigeri ve agrinin neden olduğu bazı önemli noktaları belirlemek istiyorum:

1. Karacigerindeki agrı, genellikle hemoglobin (hemoglobin) oranının düşmesini veya hemoglobinın daha az olması durumunda ortaya çıkar.

2. Hemoglobin oranının düşmesi, hemoglobinın daha az olması veya hemoglobinın normal düzeyden düşük olması durumunda ortaya çıkar.

3. Hemoglobin oranının düşmesi, hemoglobinın normal düzeyden düşük olması veya hemoglobinın daha az olması durumunda ortaya çıkar.

4. Hemoglobin oranının düşmesi, hemoglobinın normal düzeyden düşük olması veya hemoglobinın daha az olması durumunda ortaya çıkar.

5. Hemoglobin oranının düşmes","Bir hastalığınız yok. Karaciğerlerinizdeki büyüme, kolesterol yüksekliği, şeker ve trigliserit açısından önemlidir. Bu nedenle mutlaka tedavi olmanız gerekecek. Geçmiş olsun."
83,beyin-ve-sinir-cerrahisi,merhabalar.. Hocam benim size sormak istediğim soru yaklaşik 1.5 aydir gözlerim sanki boş boş bakiyor sanki beynim hiç çalışmıyor gibi hissediyorum belli bi amacım yokmuş gibi hissediorum bir yerebakerken.. nöroloji ye göründüm 4 çeşit kan testi eliza herbör rutin kan ve hemogram testi yapıldı 1 de eeg testine girdim tüm sonuçlar hgayet normal hiç bi aksaklık yok sizce ne yapmaliyim tomografide gereklimi yaşam kalitemi olumsuz etkliyor psikolojik olma ihtimali nedir birde sürekli pc başındayim..,psikiyatriye başvurun mutlaka,"Merhaba! Ben bir tıbbi asistanım, ama bu durumu tam olarak çözmek için daha fazla bilgi gerekecek. Ancak, şu anki durumunize dikkat ederim:

- Kan testleri (rutin kan, hemogram) ve EEG testinin sonuçları normal olduğu belirtildiği için, genellikle bir nöroloji doktoru ile görüşmek daha iyi olacaktır.
- Tomografi veya başka bir fiziki hizmeti önerilemez çünkü bu durum genellikle psikolojik olmayan bir durum olabilir.
- Sosyal yardım kuruluşları veya心理咨询çı ile iletişime geçebilirsiniz.

Bu durumda, en iyisini sağlayacak olan, onların yardımcı olabilecek bir kiş",Beyin MR'ı çektirmeniz uygun olur.
84,uroloji,hocam öncelikle iyi günler ben yaşım 34 bekarım 2006 yılında böbrek nakli oldum düzenli olarak cell cept certican kortizon kullanmaktayım böbrek fonksiyonlarımda normal düzeyde seyrediyor içki sigara kullanmıyorum. sormak istediğim benim dün yaşadığım olay psikolojimi bozdu normal zamanda cinsel birliktelik aklıma gelse ya da cinsel obje gördüğümde penisim sertleşirdi ama erken boşalırdım.bunun için dün yaşadığım ilişki öncesi cialis 20 mg aldım ve erken boşalma olmasın diye penisime geciktirici krem sürdüm ama maalesef partnerimle sağlıklı bir birliktelik yaşayamadım penisim de sertleşme olması zaman aldı ama çok kısa sürdü boşalma miktarı da çok az oldu.şu an bile hala penisim de sertleşme rahat olmuyor. daha önce ağustos ayında erken boşalma için gittiğimde doktorun yaptırdığı tahlilerde prolaktin ve testestoron hormonları da normal çıkmıştı.daha iki üç gün öncesine ilaç kullanmadan sertleşme de sıkıntı yaşamamıştım bu kadar kötü durumla ilk kez karşılaşıyorum.bu durum psikolojimi bozdu bu duruma acaba geciktirici krem mi neden oldu . muayene olmadan tabi ki bir şey söylemek zor ama bir ön bilgi verirseniz sevinirim hocam şimdiden teşekkür ederim,"Geciktirici krem kullanmayın. Bir süre sonra geçer, endişe etmeyin.","İşte cevap:

Bu durumu psikolojik bir sorumluluk getiren bir durumdur. Sertleşme problemleri genellikle stress, endişeler veya ilişkisel sorunlar neden olabilir.

Geciktirici krem kullanımı, özellikle erken boşalma sorunlarına yardımcı olabilir. Ancak, bu sorunlarda herhangi bir ilaç veya krem ile tamamen çözülemez. Psikoloji ve fiziki çözüm yollarını birlikte kullanmanızı öneririm.

Psikolojik counseling veya心理咨询 konusunda yardımcı olabilecek bir profesyonel kişiyi arayabilirsiniz. Ayrıca, ilişkisel durumlarınız hakkında konuşmak isterseniz, bu da ilişkiye yönelik bir心理咨询 konusundaki yardım sağlayabilir.

D","Böbrek nakli sonrası yapılan tüm tetkikler normal ise, psikolojik sorunlara bağlı olabilir. Ancak, psikiyatriste başvurmanızda fayda var."
85,beyin-ve-sinir-cerrahisi,"Merhaba hocam, Geçen sene babama 3ay içinde 2kez fıtık ameliyatı yapıldı aynı yerden.Aradan 10ay geçtikten sonra bu fıtık aynı yerden nüksetti.(Multipl seviyede disklerde dejeneratif T2 sinyal kaybı izlenmektedir.L1-2 düzeyinde diskte minimal bulging izlenmektedir.L2-3 düzeyinde diskte minimal bulging izlenmektedir.L3-4 düzeyinde diskte diffuz bulging izlenmektedir. L4-5 düzeyinde diskte sol parasantral inferior uzanımlı fokal herniasyon, dural kese, korda basısı izlenmektedir.L5-S1 düzeyinde diskte santral minimal fokal protrüzyon izlenmektedir.)Şimdi ise bize vida takılması gerektiği söyleniyor.Babamın yaşı 62 ve bu vidadan sonra olabileceklerden endişeliyiz.Size sorum 3.ameliyatta bu vidalama gerekli mi başka yolu var mı, nasıl bir yol izlemeliyiz? Teşekkür ederiz..",Merhabalar. Öncelikle geçmiş olsun. Hastanız iki kere bel fıtığı ameliyatı geçirmiş ise bir 3. ameliyat gerekiyor ise vida gerekebilir. Ancak hastanızı görüp muayene etmeden ve tetkiklerini incelemeden yorum yapmak doğru olmaz. Sizi görüp değerlendiren ve mümkünse daha önce de ameliyat etmiş olan meslektaşlarımıza danışmanızın en sağlıklı seçenek olacağı kanaatindeyim. Şifa dileklerimle.,"Bu durumda, babanın vada riski oldukça yüksek. Ancak, herhangi bir eylem veya tedavi için bir doktorun kontrolünü almanız gerekmektedir. Bu durumda, babanın vada riskini azaltmak için:

1. İletişim kurarak profesyonel bir tedaviden sorulması önemlidir.

2. Bazı tedaviler, özellikle hemoroidlar gibi vada risklere dayanıklı olabilir.

3. Bazı tedaviler, özellikle hemoroidlar gibi vada risklere dayanıklı olabilir.

4. Bazı tedaviler, özellikle hemoroidlar gibi vada risklere dayanıklı olabilir.

5. Bazı tedaviler, özellikle hemoroidlar gibi vada risklere dayanıklı ol",Beyin cerrahisi uzmanına başvurun.
86,beyin-ve-sinir-cerrahisi,Hocam bir saat önce kafamı buzdolabına carptım. Hafif acıyor dokununca hafif bir ağrı var ben panik birisiyim bişey olurmu acaba,"Olmaz, endişe etmeyin.","İşte cevap:

Hocam, senin durumunu anlamadım ama biraz panik olmak zorunda değil mi? Bu kadar acıda ve acıyı hissetmek çok tehlikeli. Kafamını buzdolabına çarpmadan önce daha dikkatli olmalısın. Daha sonra, buzdolabın içine girmekten kaçınmaya çalışın. Eğer acıya neden olan şey varsa, ona baktığında daha iyi olabilir. Ama genellikle bukinden sonra acıya neden olmayacak. Eğer acıya neden olan şey yoksa, buzdolabın içine girmekten kaçınmaya çalışın. Acıya neden olabileceklerinden bahsedebil",Bir süre sonra geçer.
87,beyin-ve-sinir-cerrahisi,"1- Sayın Hocam, 2 yıl önce belimde ve sağ bacağımdaki ağrıdan dolayı muayene oldum, MR raporumda; ""L3-4, L4-5, L5-S1 disklerinde dural keseyi anteriordan minimal indente eden diffüz anüler taşmalar, anterior epidural yağ mesafelerinde daralmalar, vertebra korpus köşelerinde osteodejeneratif değişiklikler izlenmektedir."" yazıyor. Herhangibir İlaç kullanmadım ve tedavi olmadım, şikayetlerim arttı, kalça kemiğim sızlıyor ve geçmeyen bir ağrı mevcut.Tekrar muayene olacağım. devamı --> Ş.I.","İlk fırsatta yeni bir bel MR&#39ı çektirin, sonuçları bana yollayın veya bizzat getirin, sonra ayrıntıları görüşelim. Dr Aybars AKKOR 0-212- *** *** ** Faks:*** *** **","İşte cevabınız:

Devamını tam olarak anlayamadım. Ancak, belirli bir tedaviden sonra daha fazla ağrı veya kalça kemiği sızması olduğunu belirttiyseniz, bu durumu doktorunuzla görüşmelisiniz. Eğer ağrı daha da artmış ya da kalça kemiği daha da sızmışsa, onları kontrol etmek için hastaneye geri dönmenizi öneririm. Ayrıca, tedaviyi değiştirmeniz gereken başka bir şey var mı?","Sayın Şükrü Bey, Öncelikle geçmiş olsun. Bu duruma göre ameliyatlık bir durum yok. Ancak şikayetlerinizi da tam olarak anlayabilmem için muayene etmem gerekiyor. Muayenede de ameliyatlık durum yoksa ameliyata gerek yoktur. İyi çalışmalar."
88,kardiyoloji,"Hocam merhaba ben 32 yaşındayın 110 kiloyum 4 yıldan beri hipetartansiyon hastasıyım. İlk doktora gittiğimde tansiyonum 17-11 civarındaydı. 1 haftalık takip sonunda exforce 10/160 kullanmaya başladım. Genetik tansiyon olduğunu söylediler. Tansiyonum *** *** ** civarında gezmeye başladı. Bir gün bir doktor arkadaşım bu hap sana çok ağır , böbreklerini bozabilir, yan etkile ryapabilir ileride dedi. ve norvacs 10 mg kullanmamı söyledi. Norvac kullanmaya başladım. tansiyonum 9 civarında seytermeye başladı. Sonra doktora gittim oda bana karvea 160 mg verdi. Katvea kullanırken tansiyonum zaman zaman 15-10, 14,9, 16,10 a kadar çıkmaya başladı. ayrıca nabız atışımda 100 den aşağıya hemen hemen düşmüyor. Bugün tekrar exforce 5-160 kullanmaya başladım. Benim merak ettiğim acaba bu exforce çok ağır bir hap mı.. böbreklerimi bozarmı.. lerde 60 yaşına gelince tansiyonumu kontrol etmek için çok dah aağır haplar mı kullanmam gerekir exforceye devam edersem.. teşekkürler","Hayır, özellikle ağır bir ilaç değil, ancak sizin bünyenize uygun olup olmadığını bilemem. Hangi kişiye hangi ilacın uygun olduğu hakkında sanal ortamda (hastayı muayene etmeden) yorum yapmak mümkün değil ve hukuken doğru da değil. Onlarca çeşit tansiyon ilacı var; herkesin bünyesine uygun olanı ancak muayene ve tetkikleri inceleyerek karar verebiliriz. Geçmiş olsun, Prof. Dr. Ali Serdar Fak, www.vivasaglik.com","İşte cevabınız:

Hocam, senin tansiyonunun gelişmesi ve kontrolü için exforce 5-160 hapı oldukça uygun görünüyor. Bu hap, genetik tansiyonunun yanı sıra diğer hastalıklara da yardımcı olabilir.

Norvacs 10 mg, özellikle böbreklerinizle ilişkilendirilmiş bir hap olarak kabul edilir. Ancak, senin tansiyonunun değişiklikleri ve norvacs kullanımıyla ilgili sorularınızı çözmek için daha fazla bilgi almak önemlidir.

Öncelikle, senin tansiyonunun sürekli olarak arttığını ve bazı saatlerde düşük olduğu durumunu göz önünde bulundurmalıyız. Bu durum, normal bir","Merhaba, öncelikle geçmiş olsun. Bu konuda bilgi veremeyen bir kişi ile görüşmenizi tavsiye ederm. Geçmiş olsun."
89,genel-cerrahi,"merhaba 43 yaşındayım,sırtımın yanında minik mandalina kadar lipomum vardı 2senedir acı yokdu şu andada lipomumum üstüne bastırınca ağrı yok ama kol butum aynı eski acılarım gibi,sanki lipom var ama hiçbir kitle yok görünürde .sorum ,,ben 117 kiloyum bu lipomu aldırsam lokal olabilirmi illaki narkozmu gerekiyor .şekerimde var .ameliyattan korkuyorum beni bu konuda aydınlatırmısınız birde hastaneye gidince hangi bölüme gitmeliyim daha önce fizikçi cerraha göndermişdi şimdi nereye gideyim teşekkür",lokal kolayca olur ve bir genel cerrah koalyca bunu gerçekleştirir geçmiş olsun,"Merhaba! Ben sizin için yardımcı olmak istiyorum. Lipomun bir tedavisi olabilir ancak herhangi bir tedaviyi yapmak için en iyisini seçmek için bir doktor'a başvurmanız gerekecek. Nekroz veya diğer ilaçlar kullanmak için de bir doktora başvurmanız önerilir. 

Fizikçi cerrahaları da önemli bir rol oynamaktadır. Eğer önceki cerrahalarınızda bir tedavi yapan bir cerrahı arıyorsanız, onları arayabilirsiniz.

Bu durumda, hastanenizin fizikcilere dair bilgileri paylaşmanız önemlidir. Hangi bölümden başlayacağınızı belirtmenizi öneririm. Eğer mümkünse, fizikcilerinizle",Lipom ameliyatında kendi kendine kalmaz. Ameliyat edilmesi için öncelikle muayene edilmeniz gerekecek. Lipomun büyüklüğünden ve yerinde ne olduğunu bilmek lazım.
90,genel-cerrahi,Doktor bey merhaba 1 ay once çift tarafli kapali kasik fitigi ameliyati oldum . Sag tarafimda problem yok lakin ama sol tarafimda agri var . Sol tarafimdan daha once acik ameliyat olmustum ve fitik tekrarladiginda baya agrim vardi . Su anki bahsettigim agrida sanki yeni ameliyatla alakali degilde acik ameliyatta koyulan parcayla alakali gibi ameliyat olmadan once olan agrimla ayni yerde . ayakta kalinca ve karnimi icine cekince aciyor . 1 ay gecmesine ragmen Bu normalmidir . Icerideki yaralar yeni oldugundanmidir . Özelliklede ayakta durdugumda yurudugumde oluyor . Ameliyat sonrasinda 2 kere kontrole gittim muayene sonucunda sorun yok iyisin dendi . İyi calismalar,1 ay sürmemesi lazımdı. Bir ultrason çektirin,"Doktor Bey, sizin durumu çok iyi görünüyor. Ayakta kalan ve karanlıkta durmadan önceki problemlerle ilgili bir şey mi oldu? Eğer böyle bir şey olursa, bu durum da normal bir yan etkisi olabilir. Ancak, her zaman bir doktora başvurmanızı öneririm. Bu durum hakkında daha fazla bilgi edinmek için de ona size yardımcı olabilirim. İyi günler!","Merhaba, öncelikle geçmiş olsun. Kırık ve kemiğin tamamını kaybetmişsiniz. Ama bu şikayetleriniz de kırığınızın tamamını kaybettirmişsiniz. Biraz daha beklemeniz lazım."
91,fiziksel-tip-ve-rehabilitasyon,"sayın hocam,benim 1 senedir fibromiyalji rahatsızlığım var.fibromiyalji&#39;nin bütün belirtilerini taşıyorum.yorgunluk,halsizlik,baş ve boyun ağrıları,denge kaybı,bir şeyler olacakmış hissi,ellerde ve ayaklarda karıncalanma oluyor fakat en şiddetlisi sol kürek kemiğimin arkasında olan ağrı çoğu zaman çekilmez oluyor,sağolsun doktor arkadaşlarım yardımcı oluyor ve anti deprasan ilaçlar veriyorlar,ama ben beynimde ilaç kullanmadan yenmek istiyorum.ne olur bana yardımcı olun ilaç kullanmadan bu hastalığı nasıl yenebilirim.",Kuru iğne tedavisi gerekebilir. Aşağıdakileri inceleyin: Makaleler: http://www.doktorsitesi.com/yazi/sirt-agrisi-sebepleri-/7622 http://www.doktorsitesi.com/yazi/fibromiyalji-ve-miyofasyal-agri-(-kas-romatizmalari-)/7180 http://www.doktorsitesi.com/yazi/kuru-igne-tedavisi-/7181 http://www.doktorsitesi.com/yazi/miyofasyal-agri-sendromundaki-(kas-romatizmasi)-sikayetlerin-ozellikleri/7196 Kas Romatizması : http://www.doktorsitesi.com/video/kas-romatizmasi-nedir-nasil-tedavi-edilir/1609 Kuru iğne tedavisi nedir ? http://www.doktorsitesi.com/video/kuru-igne-tedavisi-nedir/1610 TV*** *** ** Perşembe Günlük Hayat &#39;Kuru iğne ve Kas romatizması&#39;&#39; http://www.tv8.com.tr/v-*** *** **-gunluk-hayat-18-agustos-2011-persembe,"İşte Fibromyalgia hastalığınızı iyileştirmek için önerilen bazı yöntemler:

1. Dinlenme ve destek: Fibromyalgia, bir çok kişiye karşı bir zihinsel hastalığıdır. Bu durumda dinlenme ve destek önemlidir.

2. Yoga ve etkili fitness: Yoga ve fitness aktiviteleri genellikle Fibromyalgia hastalarına iyiける.

3. Yemek düzeni: Genellikle su içecekler ve yumurtalar gibi düşük kaloriyet yetenekli yemekler daha uygun olabilir.

4. İmalat: Anti-depressan ve antikokortizant ilaçlar gibi ilaçlar, Fibromyalgia hastalarına yardımcı olabilir.

5. Psikolojik terapi","Fibromiyalji tedavisi için, öncelikle psikiyatrik muayenenizi yapmak gerekir. Eğer şikayetleriniz psikolojikse, psikiyatriye başvurmanız uygun olacaktır. Eğer şikayetleriniz de psikolojik değilse, fibromiyalji tedavisine başlanabilirsiniz. Tedaviyi tamamladığınızda, şikayetleriniz geçecektir."
92,genel-cerrahi,16 yasindayim. Sol kasigimda fitik var. Kilom 110. Hangi sporlari yapmaliyim. Basketbolun sakincasi varmi. Ameliyat olmak icin kac kilo olmami uygun goruyorsunuz. Boyum 1.90. Tesekkur ederim,"Maşallah boylu poslusunuz. Fıtık ameliyatı için kilo sınırlaması yok. Boyunuza göre o kilonuzla ameliyat olabilirsiniz, zayıflarsanız daha da iyi olur. Karıniçi basıncını artıracak sporlardan kaçınmanız gerekir, ağır kaldırma, mekik çekme gibi. Yüzme her zaman iyi olur.","İşte cevaplar:

1. Basketbolu yapabilirsiniz. Fitikle basketbol oynarken sol kasımda daha fazla fitness sağlayacaktır.

2. Kilometre 110'ü en az 50 kg olmalıdır. Bu oranla basketbol yapmayı kolaylaştırır.

3. Ameliyat için en az 40-50 kg olmalıdır. Bu oranla ameliyat yapmayı kolaylaştırır.

4. Boyunuzu 1.90 cm olan birisiniz, bu nedenle normal boydursunuz. Ancak, sportlu kalitesini sağlamak için en az 50 kg olmanız gerekmektedir.

Bu bilgileri dikkate alarak, basketbol yapmayı seçebilir ve ameliyat yapmayı düşün",Baskı için de basketbol uygun değil. Ama kilo vermeniz gerekir.
93,ortopedi-ve-travmatoloji,iyi akşamlar annem 3 AY ÖNCE (banyoda temizlik yaparken ters bir hareket sonucunda) omzunda ağrı başladı.kolunu hareket ettirğinde ağrı oluyor hareket kısıtlılığı oluştu ((kolunu yukarı ve arkaya getiremiyor hareket kısıtlılığı var.omzuna deyince çok ağrıyor annemde kemik erimeside var 67 yaşında omuz ağrılarını araştırdığımda karşıma (kanserde akciğer tümöründe) omuz ağrısı olabilceğini söledi çok endişelendim gittiğimiz dr kas gevşetici ağrı kesici verdi kötü bişey olabilirmi SAYGILARIMLA,sayın karakaş. sebebi belli plan bir ağrıdan böyle bir sonuca ulaşmanız doğru değildir. hekiminizin verdiği tedaviyi kullanarak tedavi bittikten sonra şikayetlerinizin değişimine göre tekrar hekişminizle görüşünüz geçmiş olsun dileklerimle,"İşte doğru ve güvenli bir cevap:

""Annesiniz, bu durumda en iyisini yapmak için şu adımları takip edebilirsiniz:

1. Daha önceki ay bana kadar normal bir şekilde geçirdiğiniz aktiviteye devam et.
2. Bazen, kafasızlık veya yorgunluk nedeniyle, genellikle bacakları veya omuzları sıkıştırabilir. Bu durumda, omuzlarıza daha fazla vücut tutarak hareket etmelerine izin verin.
3. Eğer ağrıda kalır veya daha da azalmadığında doktoru arayın.

Bu durumlar genellikle genitallere ait bir rahatsızlık veya genitallerin dışına çıkan bir",Kas gevşetici ilaçlar kullanmakta fayda var. Bir süre sonra şikayetlerinizi azaltabilirsiniz.
94,fiziksel-tip-ve-rehabilitasyon,son 3 yıldır sağ omuzumda ağrı var. kolumda elimde uyuşma yok. spor yapıyorum yine geçmiyor boyun fıtığı olmuş olabilir miyim? teşekkür ederim.,"Olabilir. Veya, omuza ait olabilecek, ilk sırada akla gelebilen 4-5 rahatsızlıktan biri olabilir.","İşte cevap:

Son üç yıl sağ omuzunda ağrı varken, kollarında elimde uyuşmamış olabileceğinizi düşünüyorum. Bu durum, bazı hastalıklarla ilgili olabilir. Spor yapmayı bırakmak, boyun fıtığına yol açabilir.

Bu durum, sağlık sorularına dair daha fazla bilgi almanız gerekebilir. Sağ omurunuzun ağrısı ne neden olduğu, ya da spora bağlı olarak bu durumu değiştirebileceğini kontrol etmek için profesyonel bir tedavi planı oluşturmanızı öneririm.

Özür dilerim, ancak bu konuda en iyi yardımcı olabilmem için daha fazla bilgiye ihtiyacım var. Eğer başka bir konuda",Bir fizik tedavi uzmanına muayene olmanızı öneririm.
95,genel-cerrahi,Merhaba Dr bey teyzem geçtiğmiz perşembe safra kesesi taşı için ameliyat oldu ameliyat başarılı geçmiş safra kesesi taşlarla birlikte alınmış şu an hala hastanede çünkü şiddetli gaz problemi yaşıyor.. Dr eğer şikayetlerin devam ederse tekrar ameliyat ederim demiş bu gereklimi yani daha 3 gün olmuşken ikinci ameliyat ne için ? birde gaz problemini azaltmak için bizim yapacağımız bişey varmıdır yemesiyle içmesiyle v.s şimdiden teşekkür ederim SAYGILAR,"Ameliyat sonrası gaz olabilir. Ama 3 gün sonra bunları tamamen bitmiş olmasını bekleriz. Eğer şikayeti devam ediyorsa kontrol ve takip edilmesi gereken bir durum var demektir. Bunu da en iyi hekimi bilebilir. Bence hekiminizle irtibatınız kesmeyin, onunla daha detaylı konuşun.","Merhaba, bu sorunun doğru ve güvenli bir cevabı şu:

Dr Bey teyze, senin hastalığın devam etmesi durumunda tekrar ameliyat edeceksin. Bu durumda, senin hastalığın daha iyi çözüleceği için, senin hastaneye dönmüş olmalısın. Gaz probleminizi azaltmak için, senin hastaneye döndüğünüzde, senin hastalığınızın daha iyi çözülmesine yardımcı olabilecek bazı şeyleri yapabilirsiniz.

Bu seçenekler arasında:

1. Gaz problemini kontrol etmek için:
   - Daha fazla gaz alımını engelleyen ilaçları kullanabilirsiniz.
   - Gaz alımını hızlandırmak için özel bir","Merhaba, Safra kesesi taşları ameliyattan sonra da olabilir. Eğer tedaviye rağmen şikayetler devam ediyorsa tekrar ameliyat önerilir. Gaz problemi için ilaç kullanmanızı tavsiye ederim."
96,kulak-burun-bogaz-hastaliklari,Merhaba hocam benim 5 yaşın da oğlum var sürekli hastaneye götürüldum hiç birinin den sonuç almadım kaç kere ilaç kullandım hiç biri iyi gelmedi çocuğum her gün burnum tıkalı diye ağlıyor ve burnun içi kızarıklık var bana bu konuda yardımcı olursanız sevinirim,memnuniyetle yardımcı olurum. dilediğiniz zaman randevu alarak gelebilirsiniz..,"Merhaba! Bu sorunuz çok zor görünüyor. Oğullarınızın sağlık sorunları için uzun süre hastaneye götürülmesi ve ilaç kullanması, özellikle de çocuklara ait durumlar için oldukça tehlikeli olabilir. Ancak, bu durumu çözmek için en iyisi, doktorlardan yardım almanızdır.

1. Doktorlara başvurun: Oğullarınızın sağlık durumunu kontrol etmek için en iyi yol, doktorlara başvurmaktır. Doktorlar, çocuklarınızın sağlık durumlarını izlemesi ve onların ihtiyaçlarına uygun ilaçları veya diğer tedavi yöntemleri önerirler.

2. Sağlık hizmetleri: Eğer çocuklarınızın sağlık durumları çok karmaşıkse, sağlık hizmetleri ile",Bu duruma tedavi edilebilir bir hastalık yoktur.
97,beyin-ve-sinir-cerrahisi,"Sayın Hocam; Şuan 32 yaşındayım. 3,5 yıl önce cinsel ilişkiden sonra şiddetli baş ağrısı ve ardından yaklaşık 1 dk. bilinç kaybı yaşadım. 2 defa çekilen BT ve 2 defa yapılan 4 damar anjiyo (DSA) sonucunda beyin kanaması (non-anevrizmal SAK ) geçirdiğim anlaşıldı.Nedeni teşhis edilemedi (anlık tansiyon yükselmesi?).Hiçbir iz bırakmadı.Benim bir daha beyin kanaması geçirme riskim var mı? En çok nelere dikkat etmeliyim? Saygılarımla...","elbette var,bence anjiyoyu tekrar edin çünkü cinsel aktivite sonrası olan kanam en çok anevrizma rüptürnde olur","İşte cevabınız:

Sayın Hoca,

Bu durumda, senin en önemli sorunu şunlardır:

1. Beyin kanaması riskiniz: Bu durum, senin riskini artırmaktadır. Daha fazla kontrol edilmesi gereken bir durumdur.

2. İzin vermemiş olan hastalığın riskleri: Anlık tansiyon yükseltme, bu durumu iyice artırabilir.

3. Çekilen BT ve DSA sonrası riskler: Bu hastalıklar da risklendirici olabilir.

4. İletişim ve tedavi: Hastalığınızı kontrol etmek için en iyi yöntem, sürekli sağlık sağlığı sağlayıcılar ile iletişim kurmaktır.

5. Sağlık hizmetleri: Hastalığınızı kontrol etmek","Beyindeki kanama, sadece bir hastalığa işaret değildir. Hastalığı belirtecek bir şey yoktur. Ancak, bu durumda, kendi kendine bir hastalık olabilir. Bu nedenle, muayene edilmenizi öneririm."
98,genel-cerrahi,Hocam kolon hastalığı ilerleyince karaciğer sıçramis bu devrede ameliyat ta kesin çözüm oluyo mu bide iyi kötü huyluşu oluyo mu,Elinizdeki filmleri bana goturun ancak ozaman bir oneride bulunabilirim,"İşte doğru ve güvenli bir cevap:

""Karaciğer sıçrama durumunda, doktorlar genellikle ameliyata başvurulacak ve bu durumu kontrol etmek için özel bir ameliyat programı kullanır. Bu programda, hastaların karaciğerlerini kontrol ederek, sıçrama hızını azaltmak veya durdurmak için çeşitli yöntemler uygulanabilir.

Bu durumda, hastaların huzurlu ve sağlıklı bir şekilde yaşayabilmesi için, ameliyat programının tamamlanması ve düzenli olarak kontrol edilmesi önemlidir. Ayrıca, hastaların sağlığında dikkatli olunması ve uygun sağlık kurallarına dayalı yaşam şekli seçmeleri de önemli olabilir.""

Bu cevap","Karaciğerdeki sıçrama ve kireçlenme, kolon hastalığının tedavisi ile tamamen düzelir. Ameliyattan sonra da iyileşmeniz mümkün."
99,uroloji,İyi günler hocam Benim doğustan sol testisim yok bu konu hakkında doktora gittim ve bana belki doğduğunda hiç oluşmamıştır belkide zamanla kaybolmuştur dedi 22 yaşındayım ve diğer sağ testisimde çok küçük ne yapmalıyım gercektende yapılacak birşey yok mu?,Bir üroloji uzmanına muayene olmanızı öneririm. Doç Dr Ali Nejat Eğilmez,"İyi günler, onur! Bu sorunun en iyisi, doğaüstü testislerinizi kontrol etmeniz olabilir. Testislerinizi kontrol etmek için genetik araştırmalar ve fiziksel analizler yapılabilir. Ancak, bu durumda herhangi bir tedavi veya müdahale gerektirmez. Doğaüstü testislerinizi kontrol etmeniz, sağlıklı bir yaşam sürdürülebilirliği açısından önemlidir. Eğer daha fazla bilgi arar gibi düşünüyorsanız, doktorlara başvurmanızı öneririm.",Bir üroloji uzmanına başvurun.
